,loc,drug
1613,https://www.goodrx.com/durysta,durysta
1614,https://www.goodrx.com/dutasteride,dutasteride
1615,https://www.goodrx.com/dutasteride-tamsulosin,dutasteride-tamsulosin
1616,https://www.goodrx.com/dutoprol,dutoprol
1617,https://www.goodrx.com/duvoid,duvoid
1618,https://www.goodrx.com/duzallo,duzallo
1619,https://www.goodrx.com/dvorah,dvorah
1620,https://www.goodrx.com/dyanavel-xr,dyanavel-xr
1621,https://www.goodrx.com/dyazide,dyazide
1622,https://www.goodrx.com/dycill,dycill
1623,https://www.goodrx.com/dymista,dymista
1624,https://www.goodrx.com/dynacin,dynacin
1625,https://www.goodrx.com/dynacirc,dynacirc
1626,https://www.goodrx.com/dynacirc-cr,dynacirc-cr
1627,https://www.goodrx.com/dynapen,dynapen
1628,https://www.goodrx.com/dyphylline,dyphylline
1629,https://www.goodrx.com/dyphylline-guaifenesin,dyphylline-guaifenesin
1630,https://www.goodrx.com/dyrenium,dyrenium
1631,https://www.goodrx.com/dysport,dysport
1632,https://www.goodrx.com/e-z-hd,e-z-hd
1633,https://www.goodrx.com/e-z-paque,e-z-paque
1634,https://www.goodrx.com/e.e.s.,e.e.s.
1635,https://www.goodrx.com/e.s.p.,e.s.p.
1636,https://www.goodrx.com/easivent,easivent
1637,https://www.goodrx.com/easivent-w-mask,easivent-w-mask
1638,https://www.goodrx.com/easyspot,easyspot
1639,https://www.goodrx.com/easytouch,easytouch
1640,https://www.goodrx.com/ec-naprosyn,ec-naprosyn
1641,https://www.goodrx.com/ecallantide,ecallantide
1642,https://www.goodrx.com/econazole,econazole
1643,https://www.goodrx.com/econtra-ez,econtra-ez
1644,https://www.goodrx.com/econtra-one-step,econtra-one-step
1645,https://www.goodrx.com/ecoza,ecoza
1646,https://www.goodrx.com/edaravone,edaravone
1647,https://www.goodrx.com/edarbi,edarbi
1648,https://www.goodrx.com/edarbyclor,edarbyclor
1649,https://www.goodrx.com/edecrin,edecrin
1650,https://www.goodrx.com/edex,edex
1651,https://www.goodrx.com/edluar,edluar
1652,https://www.goodrx.com/edoxaban,edoxaban
1653,https://www.goodrx.com/edurant,edurant
1654,https://www.goodrx.com/efavirenz,efavirenz
1655,https://www.goodrx.com/efavirenz-emtricitabine-tenofovir,efavirenz-emtricitabine-tenofovir
1656,https://www.goodrx.com/efavirenz-lamivudine-tenofovir,efavirenz-lamivudine-tenofovir
1657,https://www.goodrx.com/effer-k,effer-k
1658,https://www.goodrx.com/effexor,effexor
1659,https://www.goodrx.com/effexor-xr,effexor-xr
1660,https://www.goodrx.com/effient,effient
1661,https://www.goodrx.com/effipro,effipro
1662,https://www.goodrx.com/effitix,effitix
1663,https://www.goodrx.com/efinaconazole,efinaconazole
1664,https://www.goodrx.com/eflornithine,eflornithine
1665,https://www.goodrx.com/efudex,efudex
1666,https://www.goodrx.com/egaten,egaten
1667,https://www.goodrx.com/egrifta,egrifta
1668,https://www.goodrx.com/egrifta-sv,egrifta-sv
1669,https://www.goodrx.com/elaprase,elaprase
1670,https://www.goodrx.com/elavil,elavil
1671,https://www.goodrx.com/elbasvir-and-grazoprevir,elbasvir-and-grazoprevir
1672,https://www.goodrx.com/elcys,elcys
1673,https://www.goodrx.com/eldepryl,eldepryl
1674,https://www.goodrx.com/eldopaque-forte,eldopaque-forte
1675,https://www.goodrx.com/eldoquin-forte,eldoquin-forte
1676,https://www.goodrx.com/elelyso,elelyso
1677,https://www.goodrx.com/elepsia-xr,elepsia-xr
1678,https://www.goodrx.com/elestat,elestat
1679,https://www.goodrx.com/elestrin,elestrin
1680,https://www.goodrx.com/eletone,eletone
1681,https://www.goodrx.com/eletriptan,eletriptan
1682,https://www.goodrx.com/elexacaftor-tezacaftor-ivacaftor,elexacaftor-tezacaftor-ivacaftor
1683,https://www.goodrx.com/elidel,elidel
1684,https://www.goodrx.com/elifemme,elifemme
1685,https://www.goodrx.com/eligard,eligard
1686,https://www.goodrx.com/eliglustat,eliglustat
1687,https://www.goodrx.com/elimite,elimite
1688,https://www.goodrx.com/elinest,elinest
1689,https://www.goodrx.com/eliphos,eliphos
1690,https://www.goodrx.com/eliquis,eliquis
1691,https://www.goodrx.com/elite-ob-with-dha,elite-ob-with-dha
1692,https://www.goodrx.com/elitek,elitek
1693,https://www.goodrx.com/elixophyllin,elixophyllin
1694,https://www.goodrx.com/elixophyllin-sr,elixophyllin-sr
1695,https://www.goodrx.com/ella,ella
1696,https://www.goodrx.com/ellence,ellence
1697,https://www.goodrx.com/elmiron,elmiron
1698,https://www.goodrx.com/elocon,elocon
1699,https://www.goodrx.com/eloctate,eloctate
1700,https://www.goodrx.com/eloxatin,eloxatin
1701,https://www.goodrx.com/eltrombopag,eltrombopag
1702,https://www.goodrx.com/eluryng,eluryng
1703,https://www.goodrx.com/elvitegravir,elvitegravir
1704,https://www.goodrx.com/elyxyb,elyxyb
1705,https://www.goodrx.com/emadine,emadine
1706,https://www.goodrx.com/embeda,embeda
1707,https://www.goodrx.com/embeline,embeline
1708,https://www.goodrx.com/emcyt,emcyt
1709,https://www.goodrx.com/emedastine,emedastine
1710,https://www.goodrx.com/emend,emend
1711,https://www.goodrx.com/emflaza,emflaza
1712,https://www.goodrx.com/emgality,emgality
1713,https://www.goodrx.com/emla,emla
1714,https://www.goodrx.com/emodepside-and-praziquantel,emodepside-and-praziquantel
1715,https://www.goodrx.com/emoquette,emoquette
1716,https://www.goodrx.com/empagliflozin,empagliflozin
1717,https://www.goodrx.com/empagliflozin-and-linagliptin,empagliflozin-and-linagliptin
1718,https://www.goodrx.com/empaveli,empaveli
1719,https://www.goodrx.com/empliciti,empliciti
1720,https://www.goodrx.com/emsam,emsam
1721,https://www.goodrx.com/emtricitabine,emtricitabine
1722,https://www.goodrx.com/emtricitabine-and-tenofovir-alafenamide-fumarate,emtricitabine-and-tenofovir-alafenamide-fumarate
1723,https://www.goodrx.com/emtricitabine-tenofovir,emtricitabine-tenofovir
1724,https://www.goodrx.com/emtriva,emtriva
1725,https://www.goodrx.com/emverm,emverm
1726,https://www.goodrx.com/enablex,enablex
1727,https://www.goodrx.com/enalapril,enalapril
1728,https://www.goodrx.com/enalapril-hctz,enalapril-hctz
1729,https://www.goodrx.com/enasidenib,enasidenib
1730,https://www.goodrx.com/enbrace-hr,enbrace-hr
1731,https://www.goodrx.com/enbrel,enbrel
1732,https://www.goodrx.com/endari,endari
1733,https://www.goodrx.com/endep,endep
1734,https://www.goodrx.com/endocet,endocet
1735,https://www.goodrx.com/endodan,endodan
1736,https://www.goodrx.com/endometrin,endometrin
1737,https://www.goodrx.com/endosorb,endosorb
1738,https://www.goodrx.com/enduron,enduron
1739,https://www.goodrx.com/enfuvirtide,enfuvirtide
1740,https://www.goodrx.com/engerix-b,engerix-b
1741,https://www.goodrx.com/enhertu,enhertu
1742,https://www.goodrx.com/enjuvia,enjuvia
1743,https://www.goodrx.com/enlyte,enlyte
1744,https://www.goodrx.com/enoxaparin,enoxaparin
1745,https://www.goodrx.com/enpresse,enpresse
1746,https://www.goodrx.com/enrofloxacin,enrofloxacin
1747,https://www.goodrx.com/enskyce,enskyce
1748,https://www.goodrx.com/enspryng,enspryng
1749,https://www.goodrx.com/enstilar,enstilar
1750,https://www.goodrx.com/entacapone,entacapone
1751,https://www.goodrx.com/entecavir,entecavir
1752,https://www.goodrx.com/entederm,entederm
1753,https://www.goodrx.com/enteragam,enteragam
1754,https://www.goodrx.com/entereg,entereg
1755,https://www.goodrx.com/entocort,entocort
1756,https://www.goodrx.com/entrectinib,entrectinib
1757,https://www.goodrx.com/entresto,entresto
1758,https://www.goodrx.com/entyvio,entyvio
1759,https://www.goodrx.com/enulose,enulose
1760,https://www.goodrx.com/envarsus-xr,envarsus-xr
1761,https://www.goodrx.com/enzalutamide,enzalutamide
1762,https://www.goodrx.com/epakitin,epakitin
1763,https://www.goodrx.com/epaned,epaned
1764,https://www.goodrx.com/epanova,epanova
1765,https://www.goodrx.com/epclusa,epclusa
1766,https://www.goodrx.com/ephedrine,ephedrine
1767,https://www.goodrx.com/epi-soothe,epi-soothe
1768,https://www.goodrx.com/epiceram,epiceram
1769,https://www.goodrx.com/epidiolex,epidiolex
1770,https://www.goodrx.com/epidrine,epidrine
1771,https://www.goodrx.com/epiduo,epiduo
1772,https://www.goodrx.com/epiduo-forte,epiduo-forte
1773,https://www.goodrx.com/epiflur,epiflur
1774,https://www.goodrx.com/epifoam,epifoam
1775,https://www.goodrx.com/epiklor,epiklor
1776,https://www.goodrx.com/epinastine,epinastine
1777,https://www.goodrx.com/epinephrine-adrenaclick,epinephrine-adrenaclick
1778,https://www.goodrx.com/epinephrine-adrenalin,epinephrine-adrenalin
1779,https://www.goodrx.com/epinephrine-epipen-jr,epinephrine-epipen-jr
1780,https://www.goodrx.com/epinephrine-epipen,epinephrine-epipen
1781,https://www.goodrx.com/epipen,epipen
1782,https://www.goodrx.com/epipen-jr,epipen-jr
1783,https://www.goodrx.com/epiquin-micro,epiquin-micro
1784,https://www.goodrx.com/epirubicin,epirubicin
1785,https://www.goodrx.com/epitol,epitol
1786,https://www.goodrx.com/epivir,epivir
1787,https://www.goodrx.com/epivir-hbv,epivir-hbv
1788,https://www.goodrx.com/epizyme,epizyme
1789,https://www.goodrx.com/eplerenone,eplerenone
1790,https://www.goodrx.com/epogen,epogen
1791,https://www.goodrx.com/epoprostenol,epoprostenol
1792,https://www.goodrx.com/eprosartan,eprosartan
1793,https://www.goodrx.com/eprosartan-and-hydrochlorothiazide,eprosartan-and-hydrochlorothiazide
1794,https://www.goodrx.com/epsiprantel,epsiprantel
1795,https://www.goodrx.com/eptifibatide,eptifibatide
1796,https://www.goodrx.com/epzicom,epzicom
1797,https://www.goodrx.com/equanil,equanil
1798,https://www.goodrx.com/equetro,equetro
1799,https://www.goodrx.com/eradimite,eradimite
1800,https://www.goodrx.com/eravacycline,eravacycline
1801,https://www.goodrx.com/eraxis,eraxis
1802,https://www.goodrx.com/erbitux,erbitux
1803,https://www.goodrx.com/erdafitinib,erdafitinib
1804,https://www.goodrx.com/ergocalciferol,ergocalciferol
1805,https://www.goodrx.com/ergoloid-mesylates,ergoloid-mesylates
1806,https://www.goodrx.com/ergomar,ergomar
1807,https://www.goodrx.com/ergotamine,ergotamine
1808,https://www.goodrx.com/ergotamine-caffeine,ergotamine-caffeine
1809,https://www.goodrx.com/eribulin,eribulin
1810,https://www.goodrx.com/erivedge,erivedge
1811,https://www.goodrx.com/erleada,erleada
1812,https://www.goodrx.com/erlotinib,erlotinib
1813,https://www.goodrx.com/errin,errin
1814,https://www.goodrx.com/ertaczo,ertaczo
1815,https://www.goodrx.com/ertapenem,ertapenem
1816,https://www.goodrx.com/ery,ery
1817,https://www.goodrx.com/ery-tab,ery-tab
1818,https://www.goodrx.com/eryc,eryc
1819,https://www.goodrx.com/eryderm,eryderm
1820,https://www.goodrx.com/erygel,erygel
1821,https://www.goodrx.com/eryped,eryped
1822,https://www.goodrx.com/erythrocin,erythrocin
1823,https://www.goodrx.com/erythromycin,erythromycin
1824,https://www.goodrx.com/erythromycin-dr,erythromycin-dr
1825,https://www.goodrx.com/erythromycin-ethylsuccinate,erythromycin-ethylsuccinate
1826,https://www.goodrx.com/erythromycin-benzoyl-peroxide,erythromycin-benzoyl-peroxide
1827,https://www.goodrx.com/erythromycin-sulfisoxazole,erythromycin-sulfisoxazole
1828,https://www.goodrx.com/eryzole,eryzole
1829,https://www.goodrx.com/esbriet,esbriet
1830,https://www.goodrx.com/escitalopram,escitalopram
1831,https://www.goodrx.com/esgic,esgic
1832,https://www.goodrx.com/esgic-plus,esgic-plus
1833,https://www.goodrx.com/esidrix,esidrix
1834,https://www.goodrx.com/esimil,esimil
1835,https://www.goodrx.com/eskalith,eskalith
1836,https://www.goodrx.com/eskalith-cr,eskalith-cr
1837,https://www.goodrx.com/eskata,eskata
1838,https://www.goodrx.com/eslicarbazepine,eslicarbazepine
1839,https://www.goodrx.com/esomep-ezs,esomep-ezs
1840,https://www.goodrx.com/esomeprazole,esomeprazole
1841,https://www.goodrx.com/esomeprazole-non-prescription,esomeprazole-non-prescription
1842,https://www.goodrx.com/esomeprazole-strontium,esomeprazole-strontium
1843,https://www.goodrx.com/esperoct,esperoct
1844,https://www.goodrx.com/estarylla,estarylla
1845,https://www.goodrx.com/estazolam,estazolam
1846,https://www.goodrx.com/esterified-estrogens-methyltestosterone,esterified-estrogens-methyltestosterone
1847,https://www.goodrx.com/estrace,estrace
1848,https://www.goodrx.com/estraderm,estraderm
1849,https://www.goodrx.com/estradiol,estradiol
1850,https://www.goodrx.com/estradiol-valerate,estradiol-valerate
1851,https://www.goodrx.com/estradiol-valerate-and-dienogest,estradiol-valerate-and-dienogest
1852,https://www.goodrx.com/estradiol-norethindrone,estradiol-norethindrone
1853,https://www.goodrx.com/estramustine-phosphate-sodium,estramustine-phosphate-sodium
1854,https://www.goodrx.com/estrasorb,estrasorb
1855,https://www.goodrx.com/estratest,estratest
1856,https://www.goodrx.com/estring,estring
1857,https://www.goodrx.com/estriol,estriol
1858,https://www.goodrx.com/estrogel,estrogel
1859,https://www.goodrx.com/estropipate,estropipate
1860,https://www.goodrx.com/estrostep-fe,estrostep-fe
1861,https://www.goodrx.com/eszopiclone,eszopiclone
1862,https://www.goodrx.com/etanercept,etanercept
1863,https://www.goodrx.com/etanercept-ykro,etanercept-ykro
1864,https://www.goodrx.com/eteplirsen,eteplirsen
1865,https://www.goodrx.com/etesevimab,etesevimab
1866,https://www.goodrx.com/ethacrynate-sodium,ethacrynate-sodium
1867,https://www.goodrx.com/ethacrynic-acid,ethacrynic-acid
1868,https://www.goodrx.com/ethacrynic-sodium,ethacrynic-sodium
1869,https://www.goodrx.com/ethambutol,ethambutol
1870,https://www.goodrx.com/ethinyl-estradiol-levonorgestrel,ethinyl-estradiol-levonorgestrel
1871,https://www.goodrx.com/ethinyl-estradiol-norethindrone,ethinyl-estradiol-norethindrone
1872,https://www.goodrx.com/ethionamide,ethionamide
1873,https://www.goodrx.com/ethosuximide,ethosuximide
1874,https://www.goodrx.com/ethotoin,ethotoin
1875,https://www.goodrx.com/ethynodiol-diacetate-ethinyl-estradiol,ethynodiol-diacetate-ethinyl-estradiol
1876,https://www.goodrx.com/eticovo,eticovo
1877,https://www.goodrx.com/etidronate,etidronate
1878,https://www.goodrx.com/etodolac,etodolac
1879,https://www.goodrx.com/etodolac-er,etodolac-er
1880,https://www.goodrx.com/etogesic,etogesic
1881,https://www.goodrx.com/etomidate,etomidate
1882,https://www.goodrx.com/etonogestrel-ethinyl-estradiol,etonogestrel-ethinyl-estradiol
1883,https://www.goodrx.com/etopophos,etopophos
1884,https://www.goodrx.com/etoposide,etoposide
1885,https://www.goodrx.com/etrafon,etrafon
1886,https://www.goodrx.com/etravirine,etravirine
1887,https://www.goodrx.com/eucrisa,eucrisa
1888,https://www.goodrx.com/euflexxa,euflexxa
1889,https://www.goodrx.com/eulexin,eulexin
1890,https://www.goodrx.com/eurax,eurax
1891,https://www.goodrx.com/euthroid,euthroid
1892,https://www.goodrx.com/euthyrox,euthyrox
1893,https://www.goodrx.com/evamist,evamist
1894,https://www.goodrx.com/evekeo,evekeo
1895,https://www.goodrx.com/evenity,evenity
1896,https://www.goodrx.com/everolimus,everolimus
1897,https://www.goodrx.com/evista,evista
1898,https://www.goodrx.com/evkeeza,evkeeza
1899,https://www.goodrx.com/evoclin,evoclin
1900,https://www.goodrx.com/evolocumab,evolocumab
1901,https://www.goodrx.com/evomela,evomela
1902,https://www.goodrx.com/evotaz,evotaz
1903,https://www.goodrx.com/evoxac,evoxac
1904,https://www.goodrx.com/evrysdi,evrysdi
1905,https://www.goodrx.com/evzio,evzio
1906,https://www.goodrx.com/ex-lax,ex-lax
1907,https://www.goodrx.com/exalgo,exalgo
1908,https://www.goodrx.com/excedrin-back-and-body,excedrin-back-and-body
1909,https://www.goodrx.com/excedrin-extra-strength,excedrin-extra-strength
1910,https://www.goodrx.com/excedrin-migraine,excedrin-migraine
1911,https://www.goodrx.com/excedrin-pm,excedrin-pm
1912,https://www.goodrx.com/exelderm,exelderm
1913,https://www.goodrx.com/exelon,exelon
1914,https://www.goodrx.com/exemestane,exemestane
1915,https://www.goodrx.com/exforge,exforge
1916,https://www.goodrx.com/exforge-hct,exforge-hct
1917,https://www.goodrx.com/exjade,exjade
1918,https://www.goodrx.com/exkivity,exkivity
1919,https://www.goodrx.com/exondys-51,exondys-51
1920,https://www.goodrx.com/exservan,exservan
1921,https://www.goodrx.com/extavia,extavia
1922,https://www.goodrx.com/extina,extina
1923,https://www.goodrx.com/extraneal,extraneal
1924,https://www.goodrx.com/eylea,eylea
1925,https://www.goodrx.com/eysuvis,eysuvis
1926,https://www.goodrx.com/ezallor,ezallor
1927,https://www.goodrx.com/ezetimibe,ezetimibe
1928,https://www.goodrx.com/ezetimibe-and-atorvastatin,ezetimibe-and-atorvastatin
1929,https://www.goodrx.com/ezetimibe-rosuvastatin,ezetimibe-rosuvastatin
1930,https://www.goodrx.com/ezetimibe-simvastatin,ezetimibe-simvastatin
1931,https://www.goodrx.com/ezogabine,ezogabine
1932,https://www.goodrx.com/fabb,fabb
1933,https://www.goodrx.com/fabior,fabior
1934,https://www.goodrx.com/fabrazyme,fabrazyme
1935,https://www.goodrx.com/factive,factive
1936,https://www.goodrx.com/falessa,falessa
1937,https://www.goodrx.com/fallback-solo,fallback-solo
1938,https://www.goodrx.com/falmina,falmina
1939,https://www.goodrx.com/fam-trastuzumab-deruxtecan-nxki,fam-trastuzumab-deruxtecan-nxki
1940,https://www.goodrx.com/famciclovir,famciclovir
1941,https://www.goodrx.com/famotidine,famotidine
1942,https://www.goodrx.com/famotidine-ac,famotidine-ac
1943,https://www.goodrx.com/famotidine-complete,famotidine-complete
1944,https://www.goodrx.com/famvir,famvir
1945,https://www.goodrx.com/fanapt,fanapt
1946,https://www.goodrx.com/fareston,fareston
1947,https://www.goodrx.com/farxiga,farxiga
1948,https://www.goodrx.com/farydak,farydak
1949,https://www.goodrx.com/fasenra,fasenra
1950,https://www.goodrx.com/faslodex,faslodex
1951,https://www.goodrx.com/fayosim,fayosim
1952,https://www.goodrx.com/fazaclo,fazaclo
1953,https://www.goodrx.com/febuxostat,febuxostat
1954,https://www.goodrx.com/fedratinib,fedratinib
1955,https://www.goodrx.com/felbamate,felbamate
1956,https://www.goodrx.com/felbatol,felbatol
1957,https://www.goodrx.com/feldene,feldene
1958,https://www.goodrx.com/felimazole,felimazole
1959,https://www.goodrx.com/felodipine-er,felodipine-er
1960,https://www.goodrx.com/fem-ph,fem-ph
1961,https://www.goodrx.com/femara,femara
1962,https://www.goodrx.com/femcon-fe,femcon-fe
1963,https://www.goodrx.com/femhrt,femhrt
1964,https://www.goodrx.com/femring,femring
1965,https://www.goodrx.com/femtrace,femtrace
1966,https://www.goodrx.com/femynor,femynor
1967,https://www.goodrx.com/fenbendazole,fenbendazole
1968,https://www.goodrx.com/fenofibrate,fenofibrate
1969,https://www.goodrx.com/fenofibrate-micronized,fenofibrate-micronized
1970,https://www.goodrx.com/fenofibric-acid,fenofibric-acid
1971,https://www.goodrx.com/fenofibric-acid-dr,fenofibric-acid-dr
1972,https://www.goodrx.com/fenoglide,fenoglide
1973,https://www.goodrx.com/fenoprofen,fenoprofen
1974,https://www.goodrx.com/fenortho,fenortho
1975,https://www.goodrx.com/fensolvi,fensolvi
1976,https://www.goodrx.com/fentanyl,fentanyl
1977,https://www.goodrx.com/fentanyl-buccal,fentanyl-buccal
1978,https://www.goodrx.com/fentanyl-citrate,fentanyl-citrate
1979,https://www.goodrx.com/fentora,fentora
1980,https://www.goodrx.com/feosol,feosol
1981,https://www.goodrx.com/fer-iron,fer-iron
1982,https://www.goodrx.com/feraheme,feraheme
1983,https://www.goodrx.com/feriva,feriva
1984,https://www.goodrx.com/feriva-21-7,feriva-21-7
1985,https://www.goodrx.com/feriva-fa,feriva-fa
1986,https://www.goodrx.com/ferocon,ferocon
1987,https://www.goodrx.com/ferotrin,ferotrin
1988,https://www.goodrx.com/ferralet-90,ferralet-90
1989,https://www.goodrx.com/ferraplus-90,ferraplus-90
1990,https://www.goodrx.com/ferrex-28,ferrex-28
1991,https://www.goodrx.com/ferric-carboxymaltose,ferric-carboxymaltose
1992,https://www.goodrx.com/ferric-maltol,ferric-maltol
1993,https://www.goodrx.com/ferriprox,ferriprox
1994,https://www.goodrx.com/ferrlecit,ferrlecit
1995,https://www.goodrx.com/ferrogels-forte,ferrogels-forte
1996,https://www.goodrx.com/ferrous-gluconate,ferrous-gluconate
1997,https://www.goodrx.com/ferrous-sulfate,ferrous-sulfate
1998,https://www.goodrx.com/ferumoxytol,ferumoxytol
1999,https://www.goodrx.com/fesoterodine,fesoterodine
2000,https://www.goodrx.com/fetroja,fetroja
2001,https://www.goodrx.com/fetzima,fetzima
2002,https://www.goodrx.com/fexinidazole,fexinidazole
2003,https://www.goodrx.com/fexmid,fexmid
2004,https://www.goodrx.com/fexofenadine,fexofenadine
2005,https://www.goodrx.com/fexofenadine-pseudoephedrine,fexofenadine-pseudoephedrine
2006,https://www.goodrx.com/fiasp,fiasp
2007,https://www.goodrx.com/fibricor,fibricor
2008,https://www.goodrx.com/fidaxomicin,fidaxomicin
2009,https://www.goodrx.com/filgrastim,filgrastim
2010,https://www.goodrx.com/filgrastim-sndz,filgrastim-sndz
2011,https://www.goodrx.com/finacea,finacea
2012,https://www.goodrx.com/finacea-plus,finacea-plus
2013,https://www.goodrx.com/finasteride,finasteride
2014,https://www.goodrx.com/finerenone,finerenone
2015,https://www.goodrx.com/fingolimod,fingolimod
2016,https://www.goodrx.com/fintepla,fintepla
2017,https://www.goodrx.com/fioricet,fioricet
2018,https://www.goodrx.com/fioricet-with-codeine,fioricet-with-codeine
2019,https://www.goodrx.com/fiorinal,fiorinal
2020,https://www.goodrx.com/fiorinal-with-codeine,fiorinal-with-codeine
2021,https://www.goodrx.com/fiproguard-for-cats,fiproguard-for-cats
2022,https://www.goodrx.com/fiproguard-for-dogs,fiproguard-for-dogs
2023,https://www.goodrx.com/fiproguard-max-for-cats,fiproguard-max-for-cats
2024,https://www.goodrx.com/fiproguard-max-for-dogs,fiproguard-max-for-dogs
2025,https://www.goodrx.com/firazyr,firazyr
2026,https://www.goodrx.com/firdapse,firdapse
2027,https://www.goodrx.com/firmagon,firmagon
2028,https://www.goodrx.com/firocoxib,firocoxib
2029,https://www.goodrx.com/firvanq,firvanq
2030,https://www.goodrx.com/flagyl,flagyl
2031,https://www.goodrx.com/flagyl-er,flagyl-er
2032,https://www.goodrx.com/flarex,flarex
2033,https://www.goodrx.com/flavoxate,flavoxate
2034,https://www.goodrx.com/flecainide,flecainide
2035,https://www.goodrx.com/flector,flector
2036,https://www.goodrx.com/fleet,fleet
2037,https://www.goodrx.com/flexeril,flexeril
2038,https://www.goodrx.com/flexichamber,flexichamber
2039,https://www.goodrx.com/flibanserin,flibanserin
2040,https://www.goodrx.com/flo-pred,flo-pred
2041,https://www.goodrx.com/flolan,flolan
2042,https://www.goodrx.com/flolipid,flolipid
2043,https://www.goodrx.com/flomax,flomax
2044,https://www.goodrx.com/flonase,flonase
2045,https://www.goodrx.com/flonase-allergy-relief,flonase-allergy-relief
2046,https://www.goodrx.com/florinef,florinef
2047,https://www.goodrx.com/floriva,floriva
2048,https://www.goodrx.com/florone,florone
2049,https://www.goodrx.com/flovent,flovent
2050,https://www.goodrx.com/flowtuss,flowtuss
2051,https://www.goodrx.com/floxin,floxin
2052,https://www.goodrx.com/fluad,fluad
2053,https://www.goodrx.com/fluad-quadrivalent,fluad-quadrivalent
2054,https://www.goodrx.com/fluarix-quadrivalent,fluarix-quadrivalent
2055,https://www.goodrx.com/flublok,flublok
2056,https://www.goodrx.com/flublok-quadrivalent,flublok-quadrivalent
2057,https://www.goodrx.com/flucelvax,flucelvax
2058,https://www.goodrx.com/flucelvax-quadrivalent,flucelvax-quadrivalent
2059,https://www.goodrx.com/fluconazole,fluconazole
2060,https://www.goodrx.com/flucytosine,flucytosine
2061,https://www.goodrx.com/fludara,fludara
2062,https://www.goodrx.com/fludarabine,fludarabine
2063,https://www.goodrx.com/fludrocortisone,fludrocortisone
2064,https://www.goodrx.com/flulaval,flulaval
2065,https://www.goodrx.com/flulaval-quadrivalent,flulaval-quadrivalent
2066,https://www.goodrx.com/flumadine,flumadine
2067,https://www.goodrx.com/flumist-quadrivalent,flumist-quadrivalent
2068,https://www.goodrx.com/flunisolide,flunisolide
2069,https://www.goodrx.com/fluocinolone,fluocinolone
2070,https://www.goodrx.com/fluocinolone-hydroquinone-and-tretinoin,fluocinolone-hydroquinone-and-tretinoin
2071,https://www.goodrx.com/fluocinonide,fluocinonide
2072,https://www.goodrx.com/fluocinonide-e,fluocinonide-e
2073,https://www.goodrx.com/fluor-a-day,fluor-a-day
2074,https://www.goodrx.com/fluorabon,fluorabon
2075,https://www.goodrx.com/fluorinse,fluorinse
2076,https://www.goodrx.com/fluorometholone,fluorometholone
2077,https://www.goodrx.com/fluoroplex,fluoroplex
2078,https://www.goodrx.com/fluorouracil,fluorouracil
2079,https://www.goodrx.com/fluovix-plus,fluovix-plus
2080,https://www.goodrx.com/fluoxetine,fluoxetine
2081,https://www.goodrx.com/fluoxymesterone,fluoxymesterone
2082,https://www.goodrx.com/fluphenazine,fluphenazine
2083,https://www.goodrx.com/flura-drops,flura-drops
2084,https://www.goodrx.com/fluralaner,fluralaner
2085,https://www.goodrx.com/flurandrenolide,flurandrenolide
2086,https://www.goodrx.com/flurazepam,flurazepam
2087,https://www.goodrx.com/flurbiprofen,flurbiprofen
2088,https://www.goodrx.com/flurbiprofen-sodium,flurbiprofen-sodium
2089,https://www.goodrx.com/flutamide,flutamide
2090,https://www.goodrx.com/fluticare,fluticare
2091,https://www.goodrx.com/fluticasone-propionate,fluticasone-propionate
2092,https://www.goodrx.com/fluticasone-propionate-non-prescription,fluticasone-propionate-non-prescription
2093,https://www.goodrx.com/fluticasone-salmeterol,fluticasone-salmeterol
2094,https://www.goodrx.com/fluticasone-umeclidinium-vilanterol,fluticasone-umeclidinium-vilanterol
2095,https://www.goodrx.com/fluticasone-vilanterol,fluticasone-vilanterol
2096,https://www.goodrx.com/fluvastatin,fluvastatin
2097,https://www.goodrx.com/fluvastatin-er,fluvastatin-er
2098,https://www.goodrx.com/fluvirin,fluvirin
2099,https://www.goodrx.com/fluvoxamine,fluvoxamine
2100,https://www.goodrx.com/fluvoxamine-er,fluvoxamine-er
2101,https://www.goodrx.com/fluzone,fluzone
2102,https://www.goodrx.com/fluzone-high-dose,fluzone-high-dose
2103,https://www.goodrx.com/fluzone-high-dose-quadrivalent,fluzone-high-dose-quadrivalent
2104,https://www.goodrx.com/fluzone-intradermal,fluzone-intradermal
2105,https://www.goodrx.com/fluzone-quadrivalent,fluzone-quadrivalent
2106,https://www.goodrx.com/fml,fml
2107,https://www.goodrx.com/fml-forte,fml-forte
2108,https://www.goodrx.com/focalin,focalin
2109,https://www.goodrx.com/focalin-xr,focalin-xr
2110,https://www.goodrx.com/folbecal,folbecal
2111,https://www.goodrx.com/folbee,folbee
2112,https://www.goodrx.com/folbee-plus,folbee-plus
2113,https://www.goodrx.com/folbee-plus-cz,folbee-plus-cz
2114,https://www.goodrx.com/folbic,folbic
2115,https://www.goodrx.com/folbic-rf,folbic-rf
2116,https://www.goodrx.com/folcaps,folcaps
2117,https://www.goodrx.com/folcaps-care-one,folcaps-care-one
2118,https://www.goodrx.com/folcaps-omega-3,folcaps-omega-3
2119,https://www.goodrx.com/folgard,folgard
2120,https://www.goodrx.com/folgard-os,folgard-os
2121,https://www.goodrx.com/folic-acid,folic-acid
2122,https://www.goodrx.com/folicet,folicet
